time,mass flow base,mass flow out,mass flow in,power peak,power base,battery,power total,loss,heat in,heat out
7558,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,900.9707173714351,451.7007137668567,1.9583353935665873,0.0,299.0189624693376
7559,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,599.9934195085309,451.7007137668567,1.3041360020652033,0.0,299.0189624693376
7560,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,299.67032103712813,451.7007137668567,0.6513585677907582,0.0,299.0189624693376
7561,0.0,0.0,333.3333333333333,0.0,0.0,0.0,0.0,0.0,703.3333333333334,0.0
7562,0.0,0.0,333.3333333333333,0.0,0.0,703.3333333333334,0.0,1.5287539690082954,703.3333333333334,0.0
7563,0.0,0.0,333.3333333333333,0.0,0.0,1405.137912697658,0.0,3.054185063090868,703.3333333333334,0.0
7564,0.0,0.0,333.3333333333333,0.0,0.0,2105.4170609679004,0.0,4.5763005047949665,703.3333333333334,0.0
7565,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2804.1740937964387,451.7007137668567,6.095107500969025,0.0,299.0189624693376
7566,0.0,0.0,333.3333333333333,0.0,0.0,2499.0600238261322,0.0,5.431916488456161,703.3333333333334,0.0
7567,101.53983183551429,0.0,231.79350149781902,0.0,91.38584865196286,3196.961440671009,91.38584865196286,6.948863731553012,489.08428816039816,0.0
7568,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3679.0968650998543,451.7007137668567,7.99682549983988,0.0,299.0189624693376
7569,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3372.081077130677,451.7007137668567,7.329500943812264,0.0,299.0189624693376
7570,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3065.732613717527,451.7007137668567,6.663626873657128,0.0,299.0189624693376
7571,0.0,0.0,333.3333333333333,0.0,0.0,2760.0500243745323,0.0,5.999200136621815,703.3333333333334,0.0
7572,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3457.384157571243,451.7007137668567,7.514914341147074,0.0,299.0189624693376
